z,EXP_FAC,MU_SH0ES,MU_SH0ES_ERR,D_L,D_L MAX,D_L MIN,SD,cz
0.5028,0.6654,42.161,0.2185,2705.2039,2991.6432,2446.1901,272.7266,150735.4176
0.5029,0.6654,42.0703,0.3129,2594.5378,2996.6416,2246.3902,375.1257,150765.3968
0.5031,0.6653,42.1484,0.3113,2689.5523,3104.105,2330.3631,386.8709,150825.3552
0.5032,0.6653,42.1444,0.2287,2684.6026,2982.7537,2416.2541,283.2498,150855.3344
0.5059,0.664,42.079,0.1667,2604.9536,2812.8113,2412.456,200.1777,151664.7728
0.5062,0.6639,42.1043,0.1517,2635.4817,2826.1929,2457.6396,184.2766,151754.7104
0.5073,0.6635,42.2358,0.181,2800.0127,3043.3703,2576.1147,233.6278,152084.4816
0.5074,0.6634,42.2419,0.2888,2807.8894,3207.3356,2458.1909,374.5724,152114.4608
0.5083,0.663,42.0193,0.1843,2534.3115,2758.8139,2328.0784,215.3677,152384.2736
0.5102,0.6622,42.0945,0.1444,2623.6144,2804.0193,2454.8163,174.6015,152953.8784
0.511,0.6618,42.0583,0.2391,2580.2394,2880.5605,2311.2291,284.6657,153193.712
0.5117,0.6615,42.3885,0.2273,3004.0005,3335.4636,2705.4767,314.9934,153403.5664
0.5139,0.6606,42.2567,0.3597,2827.0924,3336.353,2395.5652,470.3939,154063.1088
0.5144,0.6603,42.2259,0.1962,2787.2762,3050.7906,2546.523,252.1338,154213.0048
0.5147,0.6602,42.3259,0.4029,2918.6364,3513.701,2424.3493,544.6758,154302.9424
0.5173,0.6591,42.0932,0.1904,2622.0442,2862.386,2401.8827,230.2516,155082.4016
0.5188,0.6584,42.1949,0.2504,2747.7676,3083.6438,2448.4757,317.584,155532.0896
0.5189,0.6584,42.1824,0.2096,2731.9956,3008.7881,2480.6666,264.0607,155562.0688
0.5194,0.6582,42.2438,0.3151,2810.3473,3249.2431,2430.736,409.2535,155711.9648
0.5197,0.658,42.2905,0.1965,2871.4417,3143.3374,2623.0647,260.1364,155801.9024
0.5227,0.6567,42.3496,0.2739,2950.6656,3347.383,2600.9656,373.2087,156701.2784
0.524,0.6562,42.1774,0.3692,2725.7122,3230.9274,2299.4967,465.7153,157091.008
0.5262,0.6552,42.1702,0.2233,2716.6895,3010.8852,2451.2398,279.8227,157750.5504
0.5286,0.6542,42.0855,0.1888,2612.7629,2850.1374,2395.1582,227.4896,158470.0512
0.5294,0.6539,42.2913,0.141,2872.4998,3065.2408,2691.8782,186.6813,158709.8848
0.531,0.6532,41.8802,0.2343,2377.0592,2647.9026,2133.9193,256.9916,159189.552
0.5311,0.6531,42.5109,0.2893,3178.191,3631.0615,2781.8032,424.6291,159219.5312
0.5312,0.6531,42.5253,0.3809,3199.3371,3812.8173,2684.5655,564.1259,159249.5104
0.5323,0.6526,41.9821,0.222,2491.2654,2759.4072,2249.1799,255.1137,159579.2816
0.5327,0.6524,42.2472,0.2944,2814.7511,3223.3748,2457.9282,382.7233,159699.1984
0.5337,0.652,42.1649,0.2738,2710.0668,3074.2827,2389.0003,342.6412,159998.9904
0.5344,0.6517,42.1433,0.2253,2683.243,2976.5899,2418.8058,278.892,160208.8448
0.5353,0.6513,42.3205,0.2047,2911.3874,3199.1942,2649.4724,274.8609,160478.6576
0.5357,0.6512,42.2134,0.2095,2771.2774,3051.978,2516.3938,267.7921,160598.5744
0.5394,0.6496,42.3338,0.2445,2929.274,3278.3491,2617.3681,330.4905,161707.8048
0.541,0.6489,42.2791,0.2334,2856.4064,3180.6025,2565.2553,307.6736,162187.472
0.5415,0.6487,42.53,0.2425,3206.2693,3585.04,2867.517,358.7615,162337.368
0.5455,0.6471,42.5633,0.1914,3255.8171,3555.8284,2981.1182,287.3551,163536.536
0.5483,0.6459,42.0235,0.3632,2539.2181,3001.5418,2148.1055,426.7182,164375.9536
0.5488,0.6457,42.1695,0.3786,2715.8139,3233.0394,2281.3347,475.8524,164525.8496
0.5502,0.6451,42.3253,0.1959,2917.8301,3193.2726,2666.1464,263.5631,164945.5584
0.5503,0.645,42.3728,0.2085,2982.3595,3282.8512,2709.373,286.7391,164975.5376
0.5505,0.645,42.4104,0.3763,3034.4501,3608.5456,2551.6893,528.4281,165035.496
0.5527,0.6441,42.1938,0.2442,2746.376,3073.1956,2454.3122,309.4417,165695.0384
0.5538,0.6436,42.49,0.2071,3147.7483,3462.7936,2861.3659,300.7138,166024.8096
0.5538,0.6436,42.0827,0.1774,2609.396,2831.5341,2404.685,213.4245,166024.8096
0.5578,0.6419,42.4389,0.1952,3074.539,3363.7042,2810.2322,276.736,167223.9776
0.5588,0.6415,42.7331,0.3833,3520.6269,4200.297,2950.9374,624.6798,167523.7696
0.5588,0.6415,42.2975,0.3562,2880.7131,3394.2435,2444.8769,474.6833,167523.7696
0.5618,0.6403,42.2937,0.2278,2875.6763,3193.7859,2589.2513,302.2673,168423.1456
0.5627,0.6399,42.6016,0.2652,3313.752,3744.2807,2932.7267,405.777,168692.9584
0.5628,0.6399,42.4296,0.2347,3061.3995,3410.8483,2747.7524,331.5479,168722.9376
0.5644,0.6392,42.3928,0.2211,3009.955,3332.5924,2718.553,307.0197,169202.6048
0.5644,0.6392,42.4881,0.2076,3144.9953,3460.4884,2858.2657,301.1114,169202.6048
0.5644,0.6392,42.3969,0.2965,3015.6435,3456.8696,2630.7344,413.0676,169202.6048
0.5648,0.6391,42.4873,0.1928,3143.8368,3435.6586,2876.8022,279.4282,169322.5216
0.5688,0.6374,42.2407,0.2623,2806.3381,3166.7035,2486.9818,339.8609,170521.6896
0.5754,0.6348,42.1912,0.4529,2743.0896,3379.1961,2226.7251,576.2355,172500.3168
0.5758,0.6346,42.5915,0.2132,3298.3748,3638.5773,2989.9808,324.2982,172620.2336
0.5762,0.6344,42.4887,0.2021,3145.8644,3452.714,2866.2852,293.2144,172740.1504
0.5767,0.6342,42.4263,0.1668,3056.7506,3300.8714,2830.6841,235.0936,172890.0464
0.5774,0.634,42.645,0.2909,3380.6484,3865.3587,2956.72,454.3193,173099.9008
0.5783,0.6336,42.4174,0.2449,3044.2478,3407.6109,2719.6311,343.9899,173369.7136
0.5783,0.6336,42.4512,0.2412,3092.0037,3455.216,2766.9722,344.1219,173369.7136
0.5788,0.6334,42.4272,0.2144,3058.0177,3375.3452,2770.5233,302.411,173519.6096
0.5789,0.6333,42.5317,0.2317,3208.7804,3570.0739,2884.0501,343.0119,173549.5888
0.5797,0.633,42.3923,0.2312,3009.262,3347.2797,2705.3783,320.9507,173789.4224
0.5807,0.6326,42.573,0.2625,3270.3934,3690.6189,2898.0161,396.3014,174089.2144
0.5808,0.6326,42.7061,0.2398,3477.1226,3883.1503,3113.5497,384.8003,174119.1936
0.583,0.6317,42.5408,0.168,3222.2557,3481.4952,2982.3197,249.5877,174778.736
0.5833,0.6316,42.7974,0.1862,3626.4359,3951.1198,3328.4329,311.3435,174868.6736
0.5838,0.6314,42.4765,0.1985,3128.2395,3427.6558,2854.9782,286.3388,175018.5696
0.5838,0.6314,42.6489,0.1848,3386.7255,3687.4862,3110.4957,288.4953,175018.5696
0.5839,0.6314,42.4199,0.1994,3047.7546,3340.8256,2780.3931,280.2162,175048.5488
0.5858,0.6306,42.707,0.373,3478.564,4130.418,2929.5843,600.4168,175618.1536
0.5873,0.63,42.6241,0.203,3348.2664,3676.441,3049.386,313.5275,176067.8416
0.5888,0.6294,42.5021,0.22,3165.3373,3502.8892,2860.3133,321.288,176517.5296
0.5903,0.6288,42.5156,0.2483,3185.0775,3570.8417,2840.988,364.9269,176967.2176
0.5918,0.6282,42.4508,0.2558,3091.4341,3477.9681,2747.8587,365.0547,177416.9056
0.6007,0.6247,42.6116,0.2788,3329.0476,3785.1893,2927.8741,428.6576,180085.0544
0.6016,0.6244,42.7562,0.3948,3558.279,4267.7188,2966.7722,650.4733,180354.8672
0.6033,0.6237,42.7503,0.2001,3548.6241,3891.1682,3236.2346,327.4668,180864.5136
0.6063,0.6226,42.6158,0.2751,3335.4927,3785.9528,2938.6293,423.6618,181763.8896
0.6083,0.6218,42.5904,0.2284,3296.7043,3662.3311,2967.5798,347.3757,182363.4736
0.6088,0.6216,42.4282,0.3503,3059.4263,3595.0539,2603.602,495.7259,182513.3696
0.6088,0.6216,42.6179,0.2308,3338.72,3713.0449,3002.1321,355.4564,182513.3696
0.6098,0.6212,42.6876,0.3215,3447.6248,3997.7589,2973.195,512.2819,182813.1616
0.6107,0.6208,42.6686,0.1842,3417.5903,3720.2112,3139.5861,290.3126,183082.9744
0.6113,0.6206,42.9049,0.2477,3810.4828,4270.8783,3399.7173,435.5805,183262.8496
0.6118,0.6204,42.701,0.1644,3468.9657,3741.864,3215.9701,262.947,183412.7456
0.6158,0.6189,42.7085,0.3473,3480.9678,4084.6458,2966.5085,559.0686,184611.9136
0.6188,0.6178,42.7164,0.3888,3493.6549,4178.6038,2920.9815,628.8112,185511.2896
0.6194,0.6175,42.6948,0.2753,3459.0752,3926.6302,3047.1933,439.7185,185691.1648
0.6198,0.6173,42.7557,0.1549,3557.4598,3820.4313,3312.5893,253.921,185811.0816
0.6207,0.617,42.6988,0.2681,3465.4529,3920.9129,3062.8999,429.0065,186080.8944
0.6218,0.6166,42.5894,0.2756,3295.1865,3741.1455,2902.3875,419.379,186410.6656
0.6253,0.6153,42.6577,0.2151,3400.4782,3754.6512,3079.7141,337.4686,187459.9376
0.6273,0.6145,42.585,0.244,3288.5163,3679.6643,2938.9473,370.3585,188059.5216
0.6308,0.6132,42.6632,0.2029,3409.102,3742.9256,3105.0514,318.9371,189108.7936
0.6318,0.6128,42.3111,0.327,2898.8117,3369.8456,2493.6184,438.1136,189408.5856
0.6323,0.6127,42.8493,0.3237,3714.1548,4311.1427,3199.8351,555.6538,189558.4816
0.634,0.612,42.5972,0.1476,3307.0442,3539.6621,3089.7134,224.9743,190068.128
0.6378,0.6106,42.5298,0.4429,3205.974,3931.2965,2614.4732,658.4116,191207.3376
0.6379,0.6105,42.8637,0.3108,3738.8669,4314.237,3240.2312,537.0029,191237.3168
0.6382,0.6104,42.6594,0.3675,3403.1414,4030.7253,2873.2724,578.7264,191327.2544
0.6387,0.6102,42.7804,0.2616,3598.1561,4058.9079,3189.7071,434.6004,191477.1504
0.6393,0.61,42.79,0.1718,3614.0986,3911.7294,3339.1136,286.3079,191657.0256
0.6419,0.6091,42.8476,0.2569,3711.2482,4177.4206,3297.0976,440.1615,192436.4848
0.6431,0.6086,42.3609,0.4078,2966.0605,3578.8904,2458.1682,560.3611,192796.2352
0.6437,0.6084,42.7992,0.3098,3629.4432,4186.0865,3146.8193,519.6336,192976.1104
0.6437,0.6084,42.8034,0.3165,3636.4699,4207.1268,3143.2173,531.9548,192976.1104
0.6477,0.6069,42.819,0.2884,3662.6886,4182.9917,3207.1037,487.944,194175.2784
0.6485,0.6066,43.0397,0.2724,4054.5252,4596.3575,3576.5656,509.8959,194415.112
0.6487,0.6065,42.7335,0.3107,3521.2755,4062.895,3051.8585,505.5182,194475.0704
0.6496,0.6062,42.7805,0.1496,3598.3218,3854.9096,3358.8128,248.0484,194744.8832
0.6621,0.6016,42.9793,0.2798,3943.3016,4485.5366,3466.6149,509.4608,198492.2832
0.6647,0.6007,42.8698,0.234,3749.3847,4175.9741,3366.3727,404.8007,199271.7424
0.6707,0.5985,43.0677,0.2748,4107.1447,4661.2135,3618.9368,521.1384,201070.4944
0.6777,0.596,43.2251,0.3118,4415.9078,5097.7602,3825.2568,636.2517,203169.0384
0.6819,0.5946,42.8376,0.2394,3694.1966,4124.7098,3308.6178,408.046,204428.1648
0.6837,0.5939,43.1716,0.4077,4308.4395,5198.3654,3570.8631,813.7511,204967.7904
0.6852,0.5934,43.0166,0.3662,4011.622,4748.4799,3389.1079,679.686,205417.4784
0.6887,0.5922,42.8137,0.2265,3653.7599,4055.4738,3291.8376,381.8181,206466.7504
0.6894,0.5919,42.8535,0.1568,3721.3456,3999.9448,3462.151,268.8969,206676.6048
0.6894,0.5919,43.0444,0.272,4063.3104,4605.515,3584.9392,510.2879,206676.6048
0.6907,0.5915,42.9143,0.4259,3827.0136,4656.1976,3145.4921,755.3527,207066.3344
0.6932,0.5906,42.9162,0.318,3830.3636,4434.5014,3308.5309,562.9853,207815.8144
0.6972,0.5892,42.9692,0.2127,3925.0031,4329.0001,3558.7084,385.1459,209014.9824
0.6982,0.5889,42.9671,0.3428,3921.2091,4591.7835,3348.564,621.6097,209314.7744
0.6992,0.5885,42.9402,0.3385,3872.9331,4526.186,3313.9626,606.1117,209614.5664
0.6992,0.5885,43.0691,0.2153,4109.7935,4538.2561,3721.7826,408.2368,209614.5664
0.6993,0.5885,43.1107,0.1559,4189.2859,4501.1097,3899.0643,301.0227,209644.5456
0.6999,0.5883,43.1147,0.2954,4197.01,4808.5706,3663.2284,572.6711,209824.4208
0.7007,0.588,42.917,0.2232,3831.775,4246.575,3457.4921,394.5414,210064.2544
0.7012,0.5878,43.0968,0.2616,4162.5551,4695.4411,3690.1464,502.6474,210214.1504
0.7019,0.5876,42.8962,0.4627,3795.2466,4696.5895,3066.8844,814.8526,210424.0048
0.7019,0.5876,43.0433,0.2528,4061.2526,4562.5811,3615.0091,473.786,210424.0048
0.7157,0.5828,42.9944,0.2459,3970.8182,4446.9925,3545.6315,450.6805,214561.1344
0.7187,0.5818,42.8739,0.1884,3756.4707,4097.0003,3444.2447,326.3778,215460.5104
0.7197,0.5815,43.1638,0.2045,4292.9912,4717.0426,3907.0611,404.9908,215760.3024
0.7197,0.5815,42.97,0.3422,3926.4494,4596.6898,3353.9362,621.3768,215760.3024
0.7202,0.5813,43.1612,0.2432,4287.8541,4795.9252,3833.6071,481.159,215910.1984
0.7207,0.5811,43.0459,0.3052,4066.1182,4679.6654,3533.0127,573.3263,216060.0944
0.7267,0.5791,43.0811,0.2484,4132.5679,4633.3232,3685.9327,473.6953,217858.8464
0.7277,0.5788,43.008,0.2571,3995.7656,4497.987,3549.6195,474.1838,218158.6384
0.7287,0.5785,43.005,0.2835,3990.249,4546.7346,3501.8731,522.4307,218458.4304
0.7301,0.578,42.9186,0.322,3834.5994,4447.4615,3306.1899,570.6358,218878.1392
0.7316,0.5775,43.1799,0.1964,4324.9391,4734.3984,3950.8924,391.753,219327.8272
0.7337,0.5768,42.9845,0.1959,3952.7559,4325.9391,3611.766,357.0866,219957.3904
0.734,0.5767,43.22,0.3883,4405.5486,5268.146,3684.1915,791.9772,220047.328
0.735,0.5764,43.2537,0.2246,4474.4535,4962.0713,4034.7534,463.6589,220347.12
0.7357,0.5761,43.1807,0.2571,4326.5328,4870.3705,3843.4214,513.4746,220556.9744
0.736,0.5761,43.1675,0.4256,4300.3123,5231.5189,3534.8599,848.3295,220646.912
0.7368,0.5758,42.992,0.2149,3966.4319,4379.0308,3592.7087,393.1611,220886.7456
0.742,0.5741,43.4813,0.3251,4968.8971,5771.4907,4277.9135,746.7886,222445.664
0.7428,0.5738,43.0825,0.3272,4135.2331,4807.6827,3556.8389,625.4219,222685.4976
0.7457,0.5728,43.1675,0.1952,4300.3123,4704.7419,3930.6484,387.0467,223554.8944
0.7461,0.5727,42.9817,0.2547,3947.6624,4439.0292,3510.6861,464.1715,223674.8112
0.7491,0.5717,42.9396,0.2625,3871.8632,4369.3577,3431.0133,469.1722,224574.1872
0.7493,0.5717,43.1772,0.1632,4319.5649,4656.7723,4006.7754,324.9984,224634.1456
0.7507,0.5712,42.9012,0.3187,3803.9955,4405.3782,3284.7082,560.335,225053.8544
0.759,0.5685,43.2469,0.2332,4460.4636,4966.0444,4006.3547,479.8448,227542.128
0.7608,0.5679,43.0667,0.2012,4105.2537,4503.7285,3742.0346,380.8469,228081.7536
0.7611,0.5678,43.1767,0.2366,4318.5704,4815.7685,3872.7049,471.5318,228171.6912
0.7617,0.5676,43.131,0.2399,4228.6331,4722.5265,3786.3922,468.0671,228351.5664
0.7657,0.5664,43.2369,0.2254,4439.9696,4925.6869,4002.1485,461.7692,229550.7344
0.7667,0.566,43.4224,0.2502,4835.9299,5426.4074,4309.7056,558.3509,229850.5264
0.7667,0.566,43.3623,0.2703,4703.9208,5327.3349,4153.4597,586.9376,229850.5264
0.7671,0.5659,43.5587,0.2572,5149.2028,5796.5555,4574.1458,611.2049,229970.4432
0.7687,0.5654,43.2929,0.3117,4555.961,5259.1432,3946.7989,656.1722,230450.1104
0.7693,0.5652,43.2168,0.1627,4399.0612,4741.4175,4081.4248,329.9964,230629.9856
0.7731,0.564,43.3568,0.2951,4692.0216,5374.9719,4095.8477,639.5621,231769.1952
0.7793,0.562,43.0395,0.3111,4054.1517,4678.6268,3513.0279,582.7994,233627.9056
0.7881,0.5593,43.3042,0.232,4579.7313,5096.2392,4115.572,490.3336,236266.0752
0.7891,0.5589,43.3837,0.2712,4750.5074,5382.3929,4192.8044,594.7943,236565.8672
0.7893,0.5589,43.1995,0.1656,4364.1533,4709.9012,4043.7863,333.0575,236625.8256
0.7966,0.5566,42.9026,0.3721,3806.4489,4517.9269,3207.0136,655.4567,238814.3072
0.7986,0.556,43.4338,0.2881,4861.3848,5551.2246,4257.2701,646.9773,239413.8912
0.8398,0.5435,43.36,0.2118,4698.9411,5180.4681,4262.1723,459.1479,251765.3216
0.8398,0.5435,43.2012,0.3904,4367.5713,5227.8678,3648.8449,789.5115,251765.3216
0.8548,0.5391,43.6168,0.2999,5288.8348,6072.1515,4606.5671,732.7922,256262.2016
0.9359,0.5166,43.5331,0.2399,5088.8541,5683.3945,4556.5087,563.4429,280575.3328
0.9742,0.5065,44.1111,0.2015,6640.7939,7286.5811,6052.2408,617.1701,292057.3664
1.0124,0.4969,44.1177,0.3671,6661.0087,7887.8202,5625.0061,1131.407,303509.4208
1.0199,0.4951,44.2757,0.2259,7163.743,7949.1483,6455.9387,746.6048,305757.8608
1.0209,0.4948,43.9706,0.4755,6224.7226,7748.4351,5000.6447,1373.8952,306057.6528
1.0279,0.4931,44.5364,0.3534,8077.5564,9505.1068,6864.4066,1320.3501,308156.1968
1.0482,0.4882,44.4229,0.4888,7666.1974,9601.3345,6121.0849,1740.1248,314241.9744
1.1209,0.4715,44.4405,0.2236,7728.5852,8566.9454,6972.2668,797.3393,336036.8528
1.2323,0.448,44.3207,0.6105,7313.7481,9688.1131,5521.2931,2083.41,369433.6816
1.236,0.4472,44.905,0.2737,9571.9407,10857.9291,8438.2619,1209.8336,370542.912
1.2991,0.435,44.8641,0.2753,9393.3391,10662.9703,8274.8818,1194.0442,389459.7872
1.3041,0.434,44.7206,0.3165,8792.6543,10172.3993,7600.0526,1286.1733,390958.7472
1.3061,0.4336,45.0197,0.4452,10091.1346,12387.1786,8220.6773,2083.2507,391558.3312
1.3132,0.4323,44.7867,0.3163,9064.4196,10485.9987,7835.5629,1325.2179,393686.8544
1.3291,0.4294,44.8745,0.2383,9438.4352,10533.4054,8457.2896,1038.0579,398453.5472
1.341,0.4272,44.7541,0.3064,8929.3532,10282.5067,7754.2714,1264.1176,402021.072
1.3514,0.4253,44.5492,0.3185,8125.3111,9408.7515,7016.9438,1195.9039,405138.9088
1.3561,0.4244,44.8094,0.2383,9159.6736,10222.0123,8207.7402,1007.1361,406547.9312
1.391,0.4182,44.7944,0.3743,9096.6189,10808.0912,7656.16,1575.9656,417010.672
1.4163,0.4139,44.4579,0.7358,7790.7631,10932.8956,5551.6848,2690.6054,424595.4096
1.5429,0.3933,45.0902,0.371,10424.1344,12366.3861,8786.9307,1789.7277,462549.0768
1.549,0.3923,45.293,0.2338,11444.5837,12745.4214,10276.5136,1234.4539,464377.808
1.6151,0.3824,45.1595,0.333,10762.1738,12545.986,9231.9873,1656.9994,484194.0592
1.6971,0.3708,45.2863,0.3805,11409.3263,13594.2734,9575.556,2009.3587,508777.0032
1.8012,0.357,45.4865,0.282,12511.2298,14246.1069,10987.6243,1629.2413,539985.3504
1.9117,0.3434,45.4233,0.3586,12152.3425,14334.6931,10302.2385,2016.2273,573112.3664
2.2614,0.3066,46.1828,0.2813,17240.9027,19625.5484,15146.0086,2239.7699,677949.6288
