z,EXP_FAC,MU_SH0ES,MU_SH0ES_ERR,D_L,D_L MAX,D_L MIN,SD,cz
0.0417,0.96,36.5601,0.2801,205.1257,233.3697,180.2999,26.5349,12501.3264
0.0422,0.9595,36.2101,0.208,174.5903,192.1447,158.6396,16.7525,12651.2224
0.0426,0.9592,36.5106,0.4265,200.5026,244.0155,164.7489,39.6333,12771.1392
0.0427,0.9591,36.2931,0.151,181.3928,194.457,169.2062,12.6254,12801.1184
0.0427,0.9591,35.9138,0.2945,152.3211,174.4448,133.0032,20.7208,12801.1184
0.0429,0.9589,36.2521,0.1755,178,192.9868,164.177,14.4049,12861.0768
0.0429,0.9589,36.2071,0.1665,174.3492,188.2448,161.4794,13.3827,12861.0768
0.0429,0.9589,36.2018,0.1625,173.9242,187.4409,161.3822,13.0294,12861.0768
0.0431,0.9587,36.2457,0.2071,177.4762,195.2321,161.3351,16.9485,12921.0352
0.0435,0.9583,36.4165,0.1661,191.9995,207.2587,177.8636,14.6975,13040.952
0.0435,0.9583,36.2137,0.1522,174.8799,187.5761,163.0432,12.2664,13040.952
0.0435,0.9583,36.2882,0.1666,180.9839,195.4183,167.6157,13.9013,13040.952
0.0437,0.9581,36.2594,0.1778,178.5994,193.8364,164.5601,14.6382,13100.9104
0.0441,0.9578,36.3298,0.1812,184.4845,200.5403,169.7143,15.413,13220.8272
0.0444,0.9575,36.5469,0.2312,203.8825,226.7881,183.2904,21.7488,13310.7648
0.0444,0.9575,36.2916,0.2491,181.2675,203.2992,161.6235,20.8379,13310.7648
0.0444,0.9575,36.551,0.2705,204.2678,231.3689,180.3412,25.5138,13310.7648
0.0446,0.9573,36.5114,0.2863,200.5765,228.8413,175.8027,26.5193,13370.7232
0.0449,0.9571,36.4565,0.1623,195.569,210.7496,181.4819,14.6339,13460.6608
0.0452,0.9567,36.6866,0.3049,217.4303,250.2097,188.9452,30.6323,13550.5984
0.0455,0.9565,36.4541,0.1963,195.353,213.8322,178.4706,17.6808,13640.536
0.0458,0.9563,36.4634,0.1735,196.1914,212.5134,181.123,15.6952,13730.4736
0.0458,0.9563,36.5139,0.1519,200.8075,215.3608,187.2377,14.0615,13730.4736
0.0458,0.9562,36.1579,0.1828,170.4433,185.4092,156.6855,14.3618,13730.4736
0.0459,0.9561,36.3811,0.196,188.8948,206.7383,172.5913,17.0735,13760.4528
0.0463,0.9558,36.2636,0.2181,178.9452,197.8523,161.8449,18.0037,13880.3696
0.0463,0.9557,36.5394,0.1592,203.1796,218.6375,188.8145,14.9115,13880.3696
0.0464,0.9556,36.3247,0.195,184.0518,201.3466,168.2425,16.552,13910.3488
0.0466,0.9555,36.5081,0.2096,200.2719,220.5629,181.8476,19.3576,13970.3072
0.0466,0.9554,36.4713,0.1941,196.9065,215.3168,180.0703,17.6233,13970.3072
0.0468,0.9553,36.4786,0.1482,197.5695,211.5239,184.5358,13.494,14030.2656
0.0468,0.9553,36.4857,0.1829,198.2166,215.6382,182.2025,16.7178,14030.2656
0.0469,0.9552,36.7582,0.2807,224.7191,255.7263,197.4716,29.1274,14060.2448
0.0474,0.9548,36.5642,0.2291,205.5133,228.3862,184.9312,21.7275,14210.1408
0.0476,0.9546,36.6009,0.1617,209.0162,225.1737,194.0182,15.5777,14270.0992
0.0478,0.9544,36.5946,0.1454,208.4107,222.842,194.914,13.964,14330.0576
0.0478,0.9544,36.5627,0.2088,205.3714,226.1003,186.5429,19.7787,14330.0576
0.0482,0.954,36.4976,0.1659,199.3058,215.1268,184.6483,15.2393,14449.9744
0.0484,0.9539,36.3735,0.1547,188.2348,202.1381,175.2878,13.4251,14509.9328
0.0486,0.9537,36.3303,0.1358,184.527,196.4387,173.3377,11.5505,14569.8912
0.0487,0.9536,36.641,0.1815,212.9119,231.4688,195.8428,17.813,14599.8704
0.0493,0.953,36.5997,0.2027,208.9008,229.3384,190.2844,19.527,14779.7456
0.0494,0.9529,36.4691,0.177,196.7071,213.4121,181.3097,16.0512,14809.7248
0.0494,0.9529,36.5828,0.1681,207.2812,223.9646,191.8406,16.062,14809.7248
0.0499,0.9525,36.6402,0.2444,212.8335,238.1875,190.1783,24.0046,14959.6208
0.0499,0.9525,36.4714,0.1855,196.9155,214.4796,180.7898,16.8449,14959.6208
0.0502,0.9522,36.5693,0.1558,205.9966,221.3209,191.7333,14.7938,15049.5584
0.0502,0.9522,36.8583,0.1632,235.3206,253.6911,218.2804,17.7053,15049.5584
0.0503,0.9521,36.5403,0.4534,203.2638,250.4622,164.9597,42.7513,15079.5376
0.0504,0.952,36.4621,0.2019,196.074,215.1787,178.6655,18.2566,15109.5168
0.0505,0.9519,36.5461,0.191,203.8074,222.5421,186.6499,17.9461,15139.496
0.0505,0.9519,36.7036,0.1334,219.1392,233.0198,206.0854,13.4672,15139.496
0.0507,0.9518,36.8523,0.3026,234.6713,269.7562,204.1496,32.8033,15199.4544
0.0511,0.9514,36.8804,0.1684,237.7278,256.8928,219.9926,18.4501,15319.3712
0.0513,0.9512,36.393,0.2014,189.9328,208.3961,173.1053,17.6454,15379.3296
0.0515,0.951,36.5862,0.1568,207.606,223.1549,193.1406,15.0071,15439.288
0.0519,0.9506,36.7759,0.2282,226.5583,251.6613,203.9593,23.851,15559.2048
0.052,0.9506,36.8679,0.2083,236.3633,260.1606,214.7427,22.709,15589.184
0.052,0.9506,36.5433,0.2988,203.5448,233.5747,177.3757,28.0995,15589.184
0.0522,0.9504,36.8411,0.2182,233.464,258.1486,211.1398,23.5044,15649.1424
0.0526,0.95,36.9144,0.2075,241.4794,265.694,219.4715,23.1112,15769.0592
0.0531,0.9496,36.7752,0.1618,226.4853,244.0019,210.2262,16.8879,15918.9552
0.0532,0.9495,36.8474,0.1722,234.1424,253.4666,216.2914,18.5876,15948.9344
0.0535,0.9493,36.8631,0.1338,235.8414,250.8323,221.7464,14.5429,16038.872
0.0547,0.9482,36.8327,0.1789,232.5627,252.5343,214.1705,19.1819,16398.6224
0.0547,0.9481,36.8581,0.1496,235.299,252.0801,219.6349,16.2226,16398.6224
0.055,0.9478,36.6433,0.1754,213.1376,231.0706,196.5963,17.2371,16488.56
0.0554,0.9475,36.8676,0.1944,236.3306,258.4609,216.0952,21.1828,16608.4768
0.0561,0.9468,36.8109,0.1932,230.2396,251.659,210.6433,20.5078,16818.3312
0.0565,0.9465,36.9098,0.1851,240.9683,262.4038,221.2839,20.56,16938.248
0.0569,0.9461,37.0393,0.1763,255.7761,277.4097,235.8296,20.79,17058.1648
0.0571,0.946,36.9903,0.1715,250.0691,270.614,231.084,19.765,17118.1232
0.0573,0.9458,37.0687,0.2213,259.2627,287.0811,234.1399,26.4706,17178.0816
0.0582,0.945,36.9821,0.1381,249.1265,265.491,233.7708,15.8601,17447.8944
0.0582,0.945,36.9324,0.1467,243.4894,260.5122,227.5789,16.4666,17447.8944
0.0583,0.9449,36.9545,0.1828,245.9801,267.5891,226.1162,20.7365,17477.8736
0.0589,0.9444,36.9802,0.2156,248.9087,274.8864,225.3859,24.7502,17657.7488
0.0589,0.9444,37.146,0.2528,268.6581,301.8289,239.1328,31.348,17657.7488
0.0597,0.9436,36.3001,0.6175,181.9785,241.8373,136.9357,52.4508,17897.5824
0.0609,0.9426,37.032,0.1776,254.9177,276.6419,234.8995,20.8712,18257.3328
0.061,0.9425,37.1631,0.1239,270.7821,286.6845,255.7619,15.4613,18287.312
0.061,0.9425,37.1925,0.1606,274.4732,295.5385,254.9095,20.3145,18287.312
0.0612,0.9423,37.1383,0.198,267.7072,293.2661,244.3758,24.4451,18347.2704
0.0614,0.9422,36.9608,0.1961,246.6948,270.0157,225.3881,22.3138,18407.2288
0.0614,0.9422,36.9691,0.142,247.6395,264.3731,231.9652,16.2039,18407.2288
0.0615,0.942,37.0747,0.1833,259.98,282.8806,238.9334,21.9736,18437.208
0.0637,0.9401,37.3517,0.2065,295.3521,324.8206,268.557,28.1318,19096.7504
0.0638,0.94,37.0197,0.1559,253.4778,272.3397,235.9223,18.2087,19126.7296
0.0645,0.9394,37.0786,0.1544,260.4474,279.6442,242.5684,18.5379,19336.584
0.0653,0.9387,37.0851,0.153,261.2282,280.3024,243.4519,18.4252,19576.4176
0.0663,0.9378,37.3617,0.2033,296.7153,325.8385,270.1952,27.8217,19876.2096
0.0665,0.9376,37.1627,0.2962,270.7323,310.2972,236.2121,37.0425,19936.168
0.0671,0.9371,37.4237,0.1944,305.3093,333.9046,279.1628,27.3709,20116.0432
0.0673,0.937,37.2344,0.203,279.8208,307.2424,254.8466,26.1979,20176.0016
0.0679,0.9365,37.4935,0.1905,315.2826,344.1912,288.802,27.6946,20355.8768
0.0684,0.9359,37.2381,0.1912,280.298,306.1006,256.6704,24.7151,20505.7728
0.0689,0.9356,37.4213,0.1593,304.972,328.1896,283.397,22.3963,20655.6688
0.069,0.9355,37.2817,0.1741,285.9829,309.8623,263.9436,22.9594,20685.648
0.0702,0.9344,37.2944,0.2777,287.6603,326.901,253.1301,36.8854,21045.3984
0.0706,0.9341,37.2961,0.2269,287.8856,319.5962,259.3214,30.1374,21165.3152
0.0706,0.9341,37.2775,0.2123,285.4303,314.749,258.8425,27.9533,21165.3152
0.0707,0.9339,37.4787,0.1762,313.141,339.6068,288.7378,25.4345,21195.2944
0.0708,0.9339,37.4814,0.4471,313.5306,385.2065,255.1916,65.0074,21225.2736
0.0709,0.9338,37.4543,0.2478,309.6421,347.0739,276.2473,35.4133,21255.2528
0.0709,0.9338,37.7291,0.5018,351.4148,442.7774,278.9039,81.9367,21255.2528
0.0709,0.9338,37.3712,0.2283,298.0163,331.0483,268.2802,31.3841,21255.2528
0.0712,0.9336,37.3552,0.196,295.8285,323.7743,270.2947,26.7398,21345.1904
0.0716,0.9332,37.2494,0.1611,281.7604,303.4548,261.617,20.9189,21465.1072
0.0717,0.9331,37.4155,0.209,304.1585,334.8817,276.254,29.3138,21495.0864
0.0719,0.9329,37.5618,0.1808,325.3569,353.6087,299.3622,27.1233,21555.0448
0.0722,0.9326,37.6319,0.1997,336.0315,368.3995,306.5074,30.946,21644.9824
0.0725,0.9324,37.6225,0.3048,334.58,384.993,290.7684,47.1123,21734.92
0.0739,0.9312,37.5535,0.1765,324.1156,351.5608,298.8131,26.3738,22154.6288
0.0744,0.9308,37.4346,0.2221,306.8457,339.8841,277.0188,31.4326,22304.5248
0.0745,0.9307,37.4501,0.1921,309.0438,337.632,282.8762,27.3779,22334.504
0.0752,0.9301,37.4763,0.1798,312.7951,339.7913,287.9438,25.9237,22544.3584
0.0752,0.9301,37.5656,0.155,325.9267,350.0409,303.4738,23.2836,22544.3584
0.0756,0.9297,37.8142,0.2891,365.4601,417.5126,319.8972,48.8077,22664.2752
0.0758,0.9296,37.5461,0.2172,323.013,356.9885,292.2711,32.3587,22724.2336
0.0759,0.9295,37.6342,0.1983,336.3876,368.5573,307.0259,30.7657,22754.2128
0.0785,0.9273,37.5715,0.1504,326.8135,350.2502,304.9451,22.6526,23533.672
0.0786,0.9271,37.8315,0.1461,368.3834,394.0176,344.4169,24.8004,23563.6512
0.0788,0.927,38.0154,0.2393,400.9406,447.6416,359.1117,44.2649,23623.6096
0.0788,0.927,38.0942,0.1801,415.7574,451.7143,382.6628,34.5257,23623.6096
0.079,0.9268,37.5988,0.5033,330.9482,417.28,262.4777,77.4012,23683.568
0.0791,0.9267,37.7843,0.2382,360.4624,402.2535,323.0131,39.6202,23713.5472
0.0793,0.9265,37.53,0.1472,320.6269,343.1179,299.6102,21.7539,23773.5056
0.0799,0.926,37.6003,0.1578,331.1769,356.1402,307.9633,24.0884,23953.3808
0.0801,0.9258,37.6668,0.1193,341.4759,360.7595,323.223,18.7683,24013.3392
0.0817,0.9245,37.7215,0.2196,350.187,387.4624,316.4976,35.4824,24493.0064
0.0825,0.9238,37.8192,0.2176,366.3026,404.9125,331.3743,36.7691,24732.84
0.0828,0.9235,37.6774,0.2656,343.1468,387.7998,303.6354,42.0822,24822.7776
0.0831,0.9233,37.9939,0.1951,396.9904,434.3138,362.8745,35.7197,24912.7152
0.0841,0.9224,37.9686,0.2216,392.3919,434.549,354.3245,40.1123,25212.5072
0.0857,0.921,37.8406,0.1286,369.9304,392.4936,348.6642,21.9147,25692.1744
0.087,0.9199,37.8484,0.2168,371.2616,410.2438,335.9835,37.1301,26081.904
0.0887,0.9185,37.7772,0.2532,359.2858,403.7162,319.745,41.9856,26591.5504
0.0904,0.9171,37.9202,0.217,383.7426,424.0802,347.2418,38.4192,27101.1968
0.0909,0.9167,38.0269,0.1676,403.0696,435.4022,373.1379,31.1321,27251.0928
0.0921,0.9157,38.1602,0.2663,428.588,484.5161,379.1157,52.7002,27610.8432
0.0929,0.915,38.2226,0.4933,441.0827,553.5777,351.4483,101.0647,27850.6768
0.0995,0.9095,38.4377,0.1947,487.0124,532.6999,445.2433,43.7283,29829.304
0.1017,0.9077,38.2982,0.1656,456.7095,492.8916,423.1834,34.8541,30488.8464
0.1022,0.9073,38.4085,0.1874,480.5073,523.8204,440.7757,41.5224,30638.7424
0.1025,0.9071,38.2511,0.1996,446.9099,489.9261,407.6706,41.1278,30728.68
0.1029,0.9067,38.1815,0.1863,432.8127,471.5742,397.2373,37.1684,30848.5968
0.1036,0.9061,38.3338,0.1264,464.2586,492.0803,438.01,27.0352,31058.4512
0.1037,0.906,38.2079,0.1965,438.1068,479.5912,400.2108,39.6902,31088.4304
0.1051,0.9049,38.4295,0.2362,485.1768,540.9244,435.1745,52.875,31508.1392
0.1066,0.9037,38.2611,0.1955,448.9728,491.2781,410.3105,40.4838,31957.8272
0.1071,0.9033,38.4624,0.1511,492.5837,528.0857,459.4683,34.3087,32107.7232
0.1071,0.9033,38.4295,0.2105,485.1768,534.556,440.3589,47.0985,32107.7232
0.1071,0.9032,38.7801,0.4685,570.1905,707.5029,459.5278,123.9875,32107.7232
0.1077,0.9027,38.4984,0.1801,500.8181,544.1164,460.9653,41.5756,32287.5984
0.1079,0.9026,38.4017,0.1871,479.0049,522.1095,439.459,41.3252,32347.5568
0.1091,0.9016,38.4016,0.1332,478.9829,509.28,450.4882,29.3959,32707.3072
0.11,0.9009,38.5701,0.1797,517.6307,562.3002,476.5098,42.8952,32977.12
0.1126,0.8988,38.6214,0.1632,530.005,571.3736,491.6316,39.871,33756.5792
0.1139,0.8978,38.3876,0.1949,475.9047,520.6005,435.0462,42.7772,34146.3088
0.1165,0.8957,38.5408,0.1599,510.6931,549.7173,474.4392,37.639,34925.768
0.1165,0.8956,38.6302,0.1857,532.1573,579.6801,488.5304,45.5749,34925.768
0.1176,0.8948,38.5727,0.2396,518.2508,578.718,464.1015,57.3082,35255.5392
0.1179,0.8945,38.6088,0.2144,526.9386,581.626,477.3932,52.1164,35345.4768
0.1182,0.8943,38.4157,0.1271,482.1032,511.1538,454.7036,28.2251,35435.4144
0.119,0.8936,38.5629,0.2124,515.9172,568.9265,467.8469,50.5398,35675.248
0.1201,0.8927,38.5958,0.2002,523.7934,574.3796,477.6623,48.3586,36005.0192
0.1206,0.8924,38.7926,0.2523,573.4823,644.1268,510.5856,66.7706,36154.9152
0.1209,0.8922,38.6348,0.3026,533.2858,613.0352,463.9109,74.5621,36244.8528
0.1221,0.8912,38.5945,0.1579,523.4799,562.9671,486.7624,38.1024,36604.6032
0.1223,0.891,38.6119,0.2311,527.6914,586.9599,474.4076,56.2761,36664.5616
0.1228,0.8906,38.6853,0.1446,545.8333,583.4139,510.6734,36.3703,36814.4576
0.1232,0.8903,38.5967,0.2746,524.0105,594.6593,461.7552,66.452,36934.3744
0.1236,0.89,38.6164,0.1622,528.7861,569.7871,490.7354,39.5258,37054.2912
0.1238,0.8899,38.8009,0.3334,575.6785,671.2022,493.7494,88.7264,37114.2496
0.1238,0.8898,38.8242,0.1503,581.8888,623.5981,542.9692,40.3145,37114.2496
0.1239,0.8897,38.6504,0.1458,537.1307,574.433,502.2508,36.0911,37144.2288
0.1241,0.8896,38.835,0.2215,584.7901,647.599,528.0728,59.7631,37204.1872
0.1247,0.8891,38.7616,0.1259,565.3534,599.0927,533.5142,32.7892,37384.0624
0.1256,0.8884,39.1417,0.2989,673.5037,772.9098,586.8826,93.0136,37653.8752
0.1262,0.8879,38.4956,0.2933,500.1727,572.5186,436.9688,67.7749,37833.7504
0.1271,0.8873,38.8125,0.2597,578.762,652.2826,513.5281,69.3773,38103.5632
0.1271,0.8872,38.6849,0.2809,545.7327,621.0932,479.5161,70.7886,38103.5632
0.1272,0.8872,38.7429,0.1595,560.5057,603.2282,520.8089,41.2096,38133.5424
0.1273,0.8871,38.7841,0.1769,571.2418,619.7301,526.5473,46.5914,38163.5216
0.1292,0.8856,38.7547,0.151,563.5598,604.1375,525.7075,39.215,38733.1264
0.1292,0.8856,38.8403,0.2128,586.2191,646.5751,531.4972,57.539,38733.1264
0.1295,0.8853,38.833,0.2504,584.2517,655.6747,520.6089,67.5329,38823.064
0.1296,0.8853,38.8429,0.1427,586.9215,626.8009,549.5793,38.6108,38853.0432
0.1317,0.8836,38.802,0.1346,575.9702,612.795,541.3583,35.7183,39482.6064
0.1328,0.8828,38.7841,0.1222,571.2418,604.3039,539.9886,32.1576,39812.3776
0.1337,0.8821,38.8266,0.2837,582.5323,663.8403,511.183,76.3286,40082.1904
0.1337,0.8821,38.8434,0.1577,587.0566,631.2759,545.9348,42.6705,40082.1904
0.1348,0.8812,39.2366,0.1994,703.5906,771.2433,641.8722,64.6855,40411.9616
0.1354,0.8808,39.0775,0.3133,653.8829,755.3809,566.0229,94.679,40591.8368
0.1361,0.8802,38.9771,0.2066,624.3383,686.6658,567.6682,59.4988,40801.6912
0.1366,0.8798,38.8475,0.1956,588.1661,643.5967,537.5096,53.0436,40951.5872
0.137,0.8795,39.0095,0.2243,633.7238,702.6826,571.5323,65.5751,41071.504
0.1371,0.8794,38.9616,0.2591,619.8977,698.4691,550.1648,74.1522,41101.4832
0.1375,0.8792,39.3511,0.2304,741.6859,824.7042,667.0245,78.8398,41221.4
0.1382,0.8786,38.8857,0.1285,598.6045,635.0916,564.2137,35.439,41431.2544
0.1383,0.8785,38.9503,0.1597,616.6802,663.7553,572.9438,45.4058,41461.2336
0.1384,0.8784,39.0229,0.1243,637.6465,675.1962,602.1851,36.5056,41491.2128
0.1385,0.8783,39.0401,0.3191,642.7173,744.4522,554.8853,94.7834,41521.192
0.1388,0.8782,38.9999,0.176,630.9283,684.2021,581.8025,51.1998,41611.1296
0.1388,0.8781,39.0467,0.1307,644.6738,684.6812,607.0041,38.8386,41611.1296
0.1396,0.8775,39.0213,0.1458,637.1769,681.4177,595.8084,42.8047,41850.9632
0.1408,0.8766,39.1775,0.184,684.6995,745.2531,629.066,58.0936,42210.7136
0.141,0.8764,39.2835,0.2035,718.9522,789.5921,654.632,67.4801,42270.672
0.1412,0.8762,39.0407,0.2124,642.8949,708.9666,582.9807,62.993,42330.6304
0.1413,0.8762,39.1237,0.2609,667.9439,753.2043,592.3347,80.4348,42360.6096
0.1433,0.8747,39.047,0.1606,644.7628,694.2572,598.797,47.7301,42960.1936
0.1435,0.8745,39.5154,0.3707,799.9816,948.8772,674.4504,137.2134,43020.152
0.1436,0.8744,39.1135,0.1295,664.8138,705.6654,626.3271,39.6691,43050.1312
0.144,0.8741,39.0756,0.1706,653.311,706.706,603.9503,51.3779,43170.048
0.1442,0.874,39.016,0.241,635.6236,710.2185,568.8634,70.6776,43230.0064
0.1454,0.873,39.1518,0.2102,676.6436,745.4055,614.2249,65.5903,43589.7568
0.1464,0.8723,39.1857,0.2074,687.29,756.1738,624.6811,65.7463,43889.5488
0.1465,0.8722,39.158,0.1876,678.5784,739.8022,622.4212,58.6905,43919.528
0.1474,0.8716,39.0154,0.1975,635.448,695.9515,580.2044,57.8736,44189.3408
0.1475,0.8715,38.9672,0.1718,621.4984,672.6677,574.2214,49.2232,44219.32
0.1477,0.8713,39.134,0.1888,671.1197,732.0774,615.2378,58.4198,44279.2784
0.1478,0.8712,39.161,0.1702,679.5165,734.9121,628.2964,53.3078,44309.2576
0.148,0.8711,39.2285,0.185,700.9709,763.3031,643.7289,59.7871,44369.216
0.1481,0.871,39.0382,0.1579,642.1552,690.5994,597.1093,46.7451,44399.1952
0.1483,0.8708,39.0239,0.1427,637.9402,681.2658,597.37,41.9479,44459.1536
0.149,0.8703,39.1606,0.1749,679.3913,736.3902,626.8043,54.7929,44669.008
0.1494,0.87,39.1104,0.1752,663.8653,719.6531,612.4023,53.6254,44788.9248
0.1505,0.8692,39.1058,0.17,662.4605,716.4198,612.5653,51.9273,45118.696
0.1508,0.8689,39.1687,0.1341,681.9303,725.377,641.0859,42.1456,45208.6336
0.152,0.8681,39.0477,0.1588,644.9707,693.8951,599.4959,47.1996,45568.384
0.1529,0.8674,39.3239,0.1732,732.4534,793.2674,676.3016,58.4829,45838.1968
0.1532,0.8672,39.2175,0.1278,697.429,739.6918,657.5809,41.0554,45928.1344
0.1534,0.867,39.0991,0.1599,660.4197,710.8952,613.528,48.6836,45988.0928
0.1534,0.867,39.2564,0.1794,710.0354,771.1779,653.7405,58.7187,45988.0928
0.1536,0.8669,39.3639,0.1755,746.0707,808.8604,688.1552,60.3526,46048.0512
0.1551,0.8657,39.2076,0.1679,694.2566,750.0603,642.6046,53.7279,46497.7392
0.1553,0.8656,39.278,0.1578,717.1335,771.2028,666.855,52.1739,46557.6976
0.1554,0.8655,39.3994,0.1759,758.368,822.3403,699.3723,61.484,46587.6768
0.156,0.865,38.9704,0.1792,622.4149,675.9597,573.1116,51.424,46767.552
0.1567,0.8645,39.2087,0.2103,694.6084,765.2399,630.4961,67.3719,46977.4064
0.1586,0.8631,39.0794,0.1637,654.4553,705.7047,606.9278,49.3885,47547.0112
0.1592,0.8627,39.4267,0.2837,767.9625,875.1393,673.9114,100.614,47726.8864
0.1593,0.8626,38.9503,0.1439,616.6802,658.9353,577.1347,40.9003,47756.8656
0.1595,0.8625,39.0908,0.143,657.9002,702.6985,615.9579,43.3703,47816.824
0.16,0.862,39.0428,0.2706,643.517,728.9363,568.1073,80.4145,47966.72
0.1601,0.862,39.2286,0.1677,701.0032,757.2914,648.8988,54.1963,47996.6992
0.1605,0.8617,39.2057,0.2171,693.6494,766.5678,627.6672,69.4503,48116.616
0.1606,0.8616,39.4242,0.2604,767.0788,864.7927,680.4058,92.1934,48146.5952
0.1608,0.8615,39.2162,0.2093,697.0116,767.5276,632.9742,67.2767,48206.5536
0.1612,0.8612,39.3106,0.2463,727.9809,815.4257,649.9136,82.7561,48326.4704
0.1624,0.8603,39.3252,0.2241,732.892,812.5551,661.0392,75.7579,48686.2208
0.1638,0.8593,39.2807,0.201,718.0257,787.6615,654.5463,66.5576,49105.9296
0.1645,0.8588,39.2634,0.1993,712.328,780.8072,649.8546,65.4763,49315.784
0.1647,0.8586,39.3293,0.1395,734.2771,782.9795,688.6041,47.1877,49375.7424
0.165,0.8584,39.3182,0.1509,730.5333,783.1115,681.4852,50.8132,49465.68
0.166,0.8576,39.4938,0.2419,792.0635,885.3957,708.5697,88.413,49765.472
0.1661,0.8576,39.1817,0.1935,686.0251,749.9619,627.5391,61.2114,49795.4512
0.1683,0.856,39.2757,0.1658,716.3743,773.2238,663.7046,54.7596,50454.9936
0.1692,0.8553,39.5155,0.1829,800.0184,870.3105,735.4037,67.4534,50724.8064
0.1697,0.8549,39.6721,0.2749,859.8447,975.8867,757.6011,109.1428,50874.7024
0.1704,0.8544,39.4742,0.1327,784.9464,834.4048,738.4196,47.9926,51084.5568
0.1712,0.8538,39.5424,0.2755,809.9906,919.5607,713.4764,103.0422,51324.3904
0.1717,0.8535,39.4603,0.2147,779.9379,860.9997,706.5079,77.2459,51474.2864
0.1726,0.8528,39.5021,0.1774,795.0968,862.7834,732.7203,65.0316,51744.0992
0.1727,0.8527,39.2676,0.1523,713.7071,765.5769,665.3516,50.1126,51774.0784
0.173,0.8525,39.7263,0.2526,881.5765,990.3156,784.7772,102.7692,51864.016
0.1733,0.8523,39.3871,0.1318,754.0845,801.2901,709.6598,45.8152,51953.9536
0.1737,0.852,39.5403,0.1832,809.2077,880.4324,743.7449,68.3437,52073.8704
0.1738,0.8519,39.3493,0.1515,741.0713,794.6213,691.1301,51.7456,52103.8496
0.1739,0.8518,39.5986,0.3185,831.2277,962.5551,717.8181,122.3685,52133.8288
0.1742,0.8517,39.5734,0.1371,821.637,875.1966,771.3552,51.9207,52223.7664
0.1742,0.8516,39.3317,0.1543,735.0891,789.2268,684.6651,52.2808,52223.7664
0.1744,0.8515,39.5053,0.184,796.2694,866.6709,731.5867,67.5421,52283.7248
0.1744,0.8515,39.5546,0.231,814.5542,905.9721,732.361,86.8055,52283.7248
0.1744,0.8515,39.4849,0.1626,788.8238,850.1763,731.8987,59.1388,52283.7248
0.175,0.8511,39.7434,0.182,888.5462,966.2351,817.1037,74.5657,52463.6
0.1767,0.8499,39.5164,0.1355,800.3501,851.8701,751.9459,49.9621,52973.2464
0.1771,0.8495,39.5095,0.1756,797.811,865.0169,735.8265,64.5952,53093.1632
0.1774,0.8494,39.4771,0.1383,785.9954,837.6697,737.5088,50.0804,53183.1008
0.1779,0.849,39.3394,0.2574,737.7004,830.5217,655.253,87.6344,53332.9968
0.1779,0.849,39.6477,0.1315,850.237,903.3358,800.2594,51.5382,53332.9968
0.1785,0.8485,39.9669,0.2079,984.8725,1083.8091,894.9674,94.4209,53512.872
0.179,0.8482,39.641,0.1573,847.6177,911.3135,788.3738,61.4698,53662.768
0.1791,0.8481,39.7672,0.2015,898.3385,985.6747,818.7407,83.467,53692.7472
0.1793,0.848,39.5355,0.2298,807.4209,897.5644,726.3307,85.6168,53752.7056
0.1795,0.8478,39.5509,0.2806,813.1675,925.3265,714.6033,105.3616,53812.664
0.1797,0.8477,39.5519,0.1746,813.542,881.6715,750.6772,65.4972,53872.6224
0.1798,0.8476,39.5962,0.2089,830.3095,914.1675,754.1439,80.0118,53902.6016
0.18,0.8474,39.9979,0.2681,999.0334,1130.3064,883.0063,123.6501,53962.56
0.1805,0.8471,39.3688,0.1376,747.7562,796.6802,701.8366,47.4218,54112.456
0.1807,0.8469,39.5035,0.1337,795.6096,846.1532,748.0851,49.0341,54172.4144
0.1808,0.8469,39.7166,0.1792,877.6473,953.1288,808.1433,72.4927,54202.3936
0.1808,0.8469,39.6391,0.134,846.8763,900.7756,796.2022,52.2867,54202.3936
0.1809,0.8468,39.6151,0.2462,837.5679,938.1265,747.7882,95.1692,54232.3728
0.1809,0.8468,39.6213,0.208,839.9627,924.3963,763.2412,80.5776,54232.3728
0.1813,0.8466,39.6585,0.226,854.4763,948.1831,770.0303,89.0764,54352.2896
0.1814,0.8465,39.4868,0.1341,789.5143,839.7914,742.2473,48.7721,54382.2688
0.1815,0.8464,39.3953,0.2352,756.9375,843.5189,679.243,82.1379,54412.248
0.1822,0.8459,39.5863,0.2011,826.5326,906.7183,753.4381,76.6401,54622.1024
0.1823,0.8458,39.5259,0.1499,803.8592,861.2944,750.2541,55.5201,54652.0816
0.1823,0.8458,39.6885,0.1524,866.3632,929.3682,807.6295,60.8693,54652.0816
0.1825,0.8457,39.7821,0.1773,904.5238,981.4853,833.5971,73.9441,54712.04
0.1836,0.8449,39.5995,0.2942,831.5723,952.222,726.2093,113.0063,55041.8112
0.1838,0.8448,39.68,0.1516,862.9785,925.3661,804.7971,60.2845,55101.7696
0.1839,0.8447,39.752,0.1974,892.0722,976.9807,814.543,81.2189,55131.7488
0.184,0.8446,39.796,0.2184,910.3324,1006.6428,823.2365,91.7032,55161.728
0.1846,0.8442,39.9384,0.2825,972.0307,1107.0647,853.4675,126.7986,55341.6032
0.1846,0.8442,39.7891,0.1427,907.4443,969.0612,849.7454,59.6579,55341.6032
0.1848,0.844,39.6548,0.2768,853.0215,969.0005,750.924,109.0382,55401.5616
